,text,emotion,sentiment
15446,feel little uptight really conscious careful everything happens,fear,negative
15447,feel horribly selfish fraudulent,anger,negative
15448,constantly overwhelmed feeling smart enough pretty enough nice enough talented enough worst enough make things better,joy,positive
15449,may starting feel paranoid maybe insecure im mere human yearns loved cared noticed,fear,negative
15450,could feel depressed since im always known labelled happy blessed,sadness,positive
15451,cant help feel youll break might faithful seem,love,neutral
15452,feel honored much support friend mona wonderful customers followers facebook pages parents drove hours front row help support endeavor,joy,positive
15453,feel passionate want convey stories suburban north america truths god bigger geography,joy,negative
15454,cant shake feeling wouldnt liked book hadnt already felt connection characters,love,positive
15455,feel like things resolved bit quickly end though intrigued find happens future books,joy,positive
15456,feel tinge melancholy around labor day weekend,sadness,neutral
15457,pray rosary feel sense calm upon,joy,positive
15458,agreed let us past happy part life feel honoured,joy,positive
15459,knew reached continuous bumps made feel obnoxious due devastating condition roads,anger,negative
15460,feel dull aching sharp pain chest overwhelming emptiness,sadness,positive
15461,im feeling pretty hopeful future public service,joy,positive
15462,feel sort treachery towards beloved go fuck someone,love,positive
15463,mean feeling pretty good ask trouble know mean,joy,positive
15464,came home early caught year old daughter sex feel devastated,sadness,positive
15465,feel like cause lot problems exactly sure sincere feelings,joy,positive
15466,im making mistakes thinking less clearly feeling anxious,fear,negative
15467,know point im starting feel doubtful decisions made,fear,negative
15468,cant help feeling strange variety relief,surprise,negative
15469,dreading feeling irritable,anger,neutral
15470,feel funny calling film,surprise,positive
15471,feel nervous,fear,neutral
15472,feel like pathetic hellip hellip even director saw want rather drama want try sitcom,sadness,negative
15473,friends sad feeling rejected world think finally realize friends arent thought,sadness,negative
15474,first got eye infection back possible make feel less sympathetic probably already,love,positive
15475,feel like messy often struggle keeping emails images documents etc,sadness,negative
15476,feel grumpy going dig xl mens pajama grab bar chocolate put favorite chick flick dvd player treat like failure kind like person feeling grumpy maybe needs time,anger,positive
15477,feel like kinda gettin lil bitchy gimme break get rag hours,anger,neutral
15478,want life amazing feeling couldnt pleased future headed,joy,positive
15479,honestly feel envious,anger,positive
15480,im pretty effin excited feel like im back started oh fab therapy,joy,positive
15481,feel gentle breeze,love,positive
15482,feel strong confident intelligent ready step real world,joy,positive
15483,feel passionate sharing want hear well spout lulu isms,joy,negative
15484,ask move movers working full speed didnt feel like bitchy,anger,positive
15485,head feeling brave,joy,positive
15486,know ann still feeling homesick,sadness,neutral
15487,dont want another monday feel defeated know start dieting blew,sadness,neutral
15488,certainly never felt appropriate life supplicate life another life simply life feels superior equal,joy,positive
15489,cant change feels find positive,joy,positive
15490,feel vital get leadership thing worked,joy,positive
15491,dun answer feel impolite answer talks u dunno wat,anger,neutral
15492,im sober feel sort numb much like celexa none calm,sadness,positive
15493,began feel isolated frustrated low esteem,sadness,negative
15494,feel indecisive see work life playing,fear,neutral
15495,feeling lighter less inhibited every single day,sadness,negative
15496,feel sympathetic hard lose third place,love,positive
15497,also really hope feel ashamed se asian culture public shaming ie screaming thief someone bad stealing,sadness,negative
15498,spent first couple days feeling bit restless kept busy cleaning organizing etc,fear,positive
15499,feeling wont thrilled think ultimately decision,joy,positive
15500,dont know feel let recount emotional spectra throughout minutes gfb finale,sadness,neutral
15501,im feeling generous fellow bookworms kiddies even youre kid heart,joy,neutral
15502,feel tender teenager fear may developed life long aversion pie confess tip hat julie grandmother,love,positive
15503,sink deep sofa feel safe surrounded everything known long walls choc bloc paintings hundreds art books dip,joy,positive
15504,wish could take feelings sort would messy file,sadness,negative
15505,want feel body numb,sadness,negative
15506,spend time dating attempting date end feeling confused,fear,negative
15507,left feeling helpless little sad,fear,negative
15508,like oh thats awesome blah like reminding hes interested girl like know concerns makes feel weird like,surprise,positive
15509,feel like offended yawwwn,anger,neutral
15510,went bed woke without fever horrible headache sore throat still ears feeling plugged aching,sadness,negative
15511,feel fearful dont know going happen next course recovering,fear,negative
15512,grew feel like knew parents would disturbed,sadness,neutral
15513,feel hesitant want put much stock possibility maybe today marks end hard year start one might better,fear,positive
15514,im feeling inspired hair freshly cut,joy,positive
15515,even started feeling impatient exactly happen,anger,positive
15516,think feeling generous today,joy,neutral
15517,still get days seem get kicks others feel reassured everything ok feel,joy,positive
15518,feel honoured asked thanks href http doodlesandscrapsofme,joy,positive
15519,also song write without feeling bashful play music guitars without anyone telling turn,fear,neutral
15520,miss nice see suck see always feel rushed,anger,positive
15521,feeling convinced argument extended bal thackerey allowing pakistan play indian soil till show thought action creed really want friendly relations india,joy,positive
15522,feel like parts repressed buried long surfacing,sadness,negative
15523,feel pleasant little buzz tongue clean refreshing taste,joy,positive
15524,think must caught mild version big cold sniffles feeling inspired,joy,negative
15525,sense keeps catching attention feeling beloved love pouring touching encounter palpably strong way,love,positive
15526,nearly called ambulance feel bit shaken saw doc given diazepam im sure takeing,fear,positive
15527,feel drained without clozapine,sadness,neutral
15528,go said feeling paranoid lol,fear,positive
15529,sat park friday night listening listed everything thatd happened past months made feel shitty,sadness,negative
15530,im seventy ill desperately want remember happened every day high school classes hard teachers mean friends feels pretty unimportant,sadness,negative
15531,feel people allocated questionnaire representatives target audience therefore results valuable success advertisement,joy,positive
15532,left malaysia feeling pleased finished first full race excited achieved sunday sepang,joy,positive
15533,feel peaceful centered endless supply energy day accomplish important,joy,positive
15534,feel strange english right,fear,positive
15535,feel horrible post day manage get pictures,sadness,negative
15536,never got anything mountain lore forest lore cave lore town lore feel like probably missed opportunities try,sadness,neutral
15537,could feel getting weepy strangely left axilla also ached,sadness,neutral
15538,woke middle night dream,fear,neutral
15539,feeding morla started feel agitated reason,anger,neutral
15540,feel prince charming come sooner expected,joy,positive
15541,kind feel blank whole thing,sadness,positive
15542,used believe feeling like fear ignored suppressed right away moment,sadness,positive
15543,say one good thing movie thats computer generated transformers took truly real look feel amazed fluidly integrated live action good looked general,surprise,positive
15544,feel sense relief also sadness im ending colleagues anyway oh fab,joy,neutral
15545,came side feeling stronger compassionate others,love,neutral
15546,would feeling genuinely shocked surprised hit jude,surprise,negative
15547,want feel respected,joy,neutral
15548,feel submissive front sexy girls,sadness,positive
15549,id feeling smug catching going around,joy,positive
15550,knew like feel heartbroken,sadness,neutral
15551,four weeks ago felt much touched find asciatic patient asked morning tapped fluid,anger,positive
15552,im feeling treasured need remember hard treasure something lost,love,negative
15553,still feeling pretty optimistic confident ability able,joy,positive
15554,feel like nikolas gets im going rude wake call,anger,negative
15555,feel anger torward greedy,anger,negative
15556,still feel like got hit car walked away shaken seriously damaged,fear,negative
15557,im feeling glad yes im glad baby im glad glad youre mine,joy,positive
15558,put finger making feel exceedingly irritable unsettled,anger,neutral
15559,didnt feel terrible slowing,sadness,negative
15560,glad exhibition closed spring though time new leaves colour makes feel hopeful,joy,positive
15561,feel particularly elegant though,joy,positive
15562,still feeling pretty good,joy,positive
15563,also love one able send good home without feeling like giving away vital organ,joy,positive
15564,feel lame sitting home reading wind outside,sadness,negative
15565,still enjoy feel like beaten head dumb figure stick,sadness,positive
15566,cant help feel hopeful optimistic brighter future,joy,neutral
15567,feel smart even though really easy haha,joy,positive
15568,spritz little bit brush feels moisturized less damaged,sadness,negative
15569,could feel divine blessing tryst,joy,neutral
15570,feel today feel little bit overwhelmed,fear,negative
15571,left feeling rather distressed torn,fear,neutral
15572,bet taylor swift basks knowledge boys writes songs probably feel tortured,anger,neutral
15573,feel jealous touching someone else,anger,positive
15574,often pass streets jurer feel impressed nice constructions safe atmosphere,surprise,positive
15575,might could stress important expose friends situation may cause feel unwelcome uncomfortable,sadness,negative
15576,feel desire learn explore truth say spirituality leads useful sources,joy,positive
15577,feel peaceful feeling leave feel,joy,positive
15578,feel useful pulpit find ironic often question efficacy preaching,joy,positive
15579,pray may feel sure nothing god cannot accomplish changing life,joy,positive
15580,feel delighted varsities picked muse,joy,positive
15581,sometimes feel doomed way life way rest life,sadness,neutral
15582,im starting feel becoming bitter,anger,positive
15583,feel fine,joy,positive
15584,want know exactly meaning behind effin feelings submissive thinkings,sadness,negative
15585,feel really valuable knowing considers worth sacrifice,joy,positive
15586,feeling bouncy added go tangles around rather like spiraling effect achieved,joy,neutral
15587,still idea whats feel determined enjoy day matter,joy,positive
15588,im feeling little discouraged realize going impossible meet goal miles year,sadness,negative
15589,recognize fear im feeling lord come place trusting hoping lord,joy,neutral
15590,sometimes feel little unsure independent really,fear,positive
15591,think agree give extra measure humility feel really stupid,sadness,negative
15592,guess feeling bit nostalgic,love,negative
15593,may posting actively fortunately keep camera pen notebook ever go whenever feel passionate something write take many photos,love,positive
15594,see things working better happy instead im feeling miserable alone,sadness,positive
15595,know core perception doesnt shift matter many times able check something ive gained friend better health rewarding work simply move list find something else feel needy,sadness,positive
15596,weekend group people,anger,neutral
15597,chose use weaving piece feel like goes well within collection pieces made semester similar shapes materials,joy,neutral
15598,feel foolish long runs extra miles best muster nearly seconds per mile slower year ago,sadness,positive
15599,feel triumphant,joy,neutral
15600,coming back couch tough feeling ok,joy,positive
15601,ready go need fortunately tim feeling ok feeling well enough go,joy,positive
15602,always feeling though surely surely god would give break bless peaceful baby,joy,positive
15603,im psyched stops thats kind good thing wont feel pressured go see everything hopefully relax focus making fun kids extension makes fun,fear,positive
15604,think woman congregation cried spoke family trying find church homosexual daughter would feel accepted,love,neutral
15605,would sometimes feel awkward talking brothers mum dont see awhile,sadness,negative
15606,feel thrilled likes much,joy,positive
15607,try plead case may feeling unloved abandoned cant empathise position read,sadness,neutral
15608,might left feeling disappointed especially anticipating pics videos,sadness,negative
15609,feel agitated moody wanting wanting wanting,fear,neutral
15610,anxious see movie bully trailer left feeling shaken nostalgic,fear,negative
15611,hate feeling like stupid,sadness,negative
15612,think still feeling tender,love,neutral
15613,im feeling cranky taxation,anger,neutral
15614,feeling gloomy like weather,sadness,neutral
15615,always regret makes feel crappy run knew wouldnt home showered nearly lunchtime,sadness,positive
15616,feel reassured called said mayor byron brown,joy,neutral
15617,feeling quite emotional always watching little white boy getting medium sized putting heart soul haka performance particular overwhelmed effect children performing together form unique new zealand,sadness,positive
15618,feel like fight give sometimes battles ferocious,anger,neutral
15619,feel dirty washed nose teeth brush electric brush brush way back small brush brush xmas tree brush massage around teeth rubber pointy thing floss,sadness,negative
15620,lost girlfriend,sadness,neutral
15621,im feeling much devastated,sadness,positive
15622,want use space political soap box feel reached important crossroads may strongly affect future food country possibly world,joy,positive
15623,ive medicated today feel funny,surprise,positive
15624,thrilled lot things feel petrified,fear,positive
15625,feeling depressed went jog,sadness,neutral
15626,know feel feel absolutely terrified overwhelmed desire like cry drink beer prey maybe find way make lyrics work within thought process,fear,positive
15627,feel delighted rice er si young lady understand,joy,positive
15628,im feeling doubtful writing dreams know shes behind,fear,negative
15629,hate feeling cus thats really bitchy want someone break girlfriend theyd,anger,negative
15630,feel regretful didnt bring overnight gear,sadness,neutral
15631,feel soo naughty today,love,negative
15632,even say opinion something without feel offended,anger,neutral
15633,overcome heat started feeling weird,fear,negative
15634,feel getting pissed tiniest things time,anger,neutral
15635,feel little bit sorry ahem face hard times,sadness,negative
15636,feel know get little glimpse lives feel sad sad happy things go right,sadness,negative
15637,used write poem story related depressing days trying best make arty cause find comforting write feelings creative,joy,positive
15638,want reach hand another take hold noone making feel needy,sadness,neutral
15639,remember feeling special getting mail camp mother family cant imagine would feel like get letter curious pen pal another country,joy,positive
15640,last posted blog feel bit like neglectful mother,sadness,neutral
15641,feel safe loser attitude reflected way live,joy,positive
15642,love never feel like quite perfect,joy,positive
15643,want scream yell everyone feel wronged honestly good,anger,positive
15644,feeling find becoming less less amused interested many activities attitudes brought joy past,joy,positive
15645,feel exhausted want taken care,sadness,negative
15646,cannot wait human ahkman feel kiss frightened,fear,neutral
15647,report suddenly author feels bashful maniacal rants,fear,neutral
15648,id feel regretful since friends didnt go aboard graduated free summer actually travelling regular trips china visit family,sadness,positive
15649,feel comfortable far would like,joy,positive
15650,socialising feel awkward around people times eat cover fact nothing contribute conversation,sadness,negative
15651,attributed depression feeling inadequate unrealistic ideals lds church still hold ideals somewhat responsible recognize pattern behavior,sadness,negative
15652,feeling discouraged alone,sadness,neutral
15653,feel naughty breast cancer awareness,love,negative
15654,dont know going feel sympathetic im human lies,love,positive
15655,feel like regaining energy need school excited possibilities,joy,positive
15656,id feel nostalgic gillard hours ago,love,negative
15657,would like pick point made feeling isolated,sadness,neutral
15658,feel like super humble right,joy,positive
15659,talked therapist yesterday nothing feels resolved far anything ever gets resolved session,joy,positive
15660,got started one thing always gives joy even im feeling lousy,sadness,positive
15661,left feeling distressed,fear,neutral
15662,feel guilty drop everything take care,sadness,negative
15663,sometimes feel overwhelmed hats wear trying figure real emily,fear,positive
15664,im feel like always entertained simply content,joy,neutral
15665,know going feel disheartened afterwards unknown undefinable thing cannot attribute anything,sadness,negative
15666,im feeling kind feeling confused yet like bleh,fear,positive
15667,sorry hear feeling exhausted,sadness,negative
15668,hate love feel complacent working,joy,negative
15669,feel like creativity running low like dying battery,sadness,neutral
15670,im afraid doesnt feelings working relationship irreparably damaged may lose job,sadness,negative
15671,feel noleans probably lacks lot diy art music stuff id go sorta neurotic wihtout,fear,neutral
15672,discovering good friend lied,anger,positive
15673,im still feeling bit shaken,fear,neutral
15674,stare feel utterly helpless,fear,neutral
15675,feel appear friendly continue looking face eyes feel look sinister,joy,negative
15676,feel much better number,joy,positive
15677,feeling super inspired new projects,joy,positive
15678,want feel numb nothing emotionless day,sadness,negative
15679,didnt feel quite energetic regained lost weight even though tried keep exercise routine,joy,positive
15680,im sure going feel gracious return,joy,positive
15681,feel hurt lack thought knew busy needin drop beth n takes second bob n give kiss goodbye even text,sadness,positive
15682,went sleep feeling assured would know ever needed,joy,neutral
15683,feel joy god must felt creating spot feel joy calling beloved,joy,positive
15684,angry kindda let negative feelings towards away something still bothering maybe little bit jealous easier let things go fun whereas side things simple,anger,negative
15685,feel like write book loving researching good,love,positive
15686,feel like must life afraid,fear,negative
15687,punched work sunday sighed brunch trumpeter waldo carter said behind know exactly feel startled flinched,fear,negative
15688,feel love world gracious joyful,joy,positive
15689,feeling generous seasonal,joy,neutral
15690,tired feeling like horrible person,sadness,negative
15691,im feeling sentimental tonight,sadness,negative
15692,think people unintelligent want feel intelligent answer questions nonsense answers earn points ask stupid questions like u go stuff like,joy,negative
15693,could feel fear uncertainty beloved endured well years,joy,positive
15694,know feel fantastic,joy,positive
15695,think people little problem expressing help feel afraid let hang express emotions get nearly much airtime,fear,negative
15696,feel blessed enjoy activities like,joy,positive
15697,im moving forward feeling optimistic first time months,joy,positive
15698,im feeling uncharacteristically optimistic today perhaps even unrealistically optimistic,joy,neutral
15699,got home work feeling adventurous also feeling active decided start poking belly see would happen,joy,positive
15700,cant help feel need delicate,love,negative
15701,feel hubbie rubbish really starting knock confidence people hes supposed trusting heart,joy,neutral
15702,felt good race started run guess feeling effects cold congestion didnt really realize still,anger,positive
15703,think feel bit disappointed miss points today,sadness,negative
15704,really want healthy life style become habit instead necessity moment feel like naughty child denied biscuit tin angry letting put weight first place,love,positive
15705,began feel accepted gaia terms,joy,neutral
15706,roommates lack consideration,anger,neutral
15707,feel lonely leave comment,sadness,negative
15708,im feeling reluctant change anything working well,fear,neutral
15709,id put things boxes yet among things one hundred twenty books wasnt reading made feel guilty like know everything,sadness,negative
15710,began feel strong connection several,joy,positive
15711,spent two hours working crochet gift still feel restless slightly sad,fear,negative
15712,started feel lethargic everything happened past ive let fitness slip away happening letting like,sadness,negative
15713,feel like chanting voice would reverberate walls feel rude,anger,negative
15714,subjected nasty joke group friends,anger,negative
15715,feeling little irritated close friends yes feel like ongoing hangover arent reasons bad mood,anger,negative
15716,contact people feeling extremely irritable experiencing major headaches remotional outbursts,anger,negative
15717,im even talking clammy feeling lovely hot flashes,love,positive
15718,im also feelin lil uptight sucky lately know reason,fear,negative
15719,dun feel blamed,sadness,neutral
15720,dont know feel uncomfortable front people flaunt strength accomplishments,fear,negative
15721,feel weepy makes want avoid people dont freak,sadness,neutral
15722,feel accepted think like said tripping tall cotton look snakes,joy,neutral
15723,feel nothing replies suddenly relaxed,joy,neutral
15724,feel like anything say worthwhile others want bother people worthless thoughts,joy,negative
15725,lot thankful every year feel like one year im extremely thankful amazingly supportive family,joy,positive
15726,feel barker successful showing horrors world war one,joy,positive
15727,wanted avoid feeling rushed,anger,neutral
15728,dragged lazy ass albeit cute one bed morning suddenly feel morally superior everyone else,joy,positive
15729,hadnt parents place long time went visit high expectations,sadness,positive
15730,get feeling vain start thinking battle scar one wear proudly,sadness,positive
15731,love reading feel positively rich house full new books learning new things pain relentless really pace spend days pottering job job depending stupid feel like,joy,positive
15732,feel like title mimm fall inspired weekend href http thislifeissparkling,joy,neutral
15733,suddenly feel anxious im crying little things,fear,negative
15734,still feel numb feeling hour,sadness,negative
15735,feeling bit doubtful last couple weeks,fear,negative
15736,feel empty turning corpse inside like something broken never actually alive ended one collection,sadness,negative
15737,still get fact feel absolutely fine,joy,positive
15738,went large double double along chocolate chip muffin feeling dangerous,anger,negative
15739,feel dirty disgusting contaminated,sadness,negative
15740,mission feel festive dressing tinsel santa hat christmas headband flashing brooch eating mince pies pulling christmas cracker think finally managed achieve,joy,neutral
15741,began feel little cold,anger,negative
15742,worry every nuance day presentation others less little things worry makes feel less neurotic overall less likely trigger psychotic episodes well,fear,negative
15743,finally feel accepted nashville home,love,neutral
15744,feel like studying probably studying anything passionate,love,negative
15745,leave us feeling hopeful recordings later year,joy,neutral
15746,shaved head yesterday feeling keen things also good refrence far comics go,joy,positive
15747,attempt convince others think truly feel become resentful others let help,anger,neutral
15748,told dh feeling internally shaky,fear,negative
15749,trapped mall starting feel like mallrat hated,anger,negative
15750,ive feeling festive torch week,joy,neutral
15751,feel truly honoured accepted invitation participate project,joy,neutral
15752,feeling valuable yet everyone learns communicates differently figuring partner important longevity relationship,joy,positive
15753,feel overly burdened even smallest responsibility large responsibilities recently agreed burrowing way brain tickling subconscious hours,sadness,positive
15754,didnt feel amazed expected nail area quite small isnt posh cushy like hoped,surprise,positive
15755,write feeling low,sadness,neutral
15756,still dont feel like finishing typing know legions legions loyal readers clamouring exicting conclusion disney vacation,love,positive
15757,walked feeling really terrific humor story made appreciate going time saw struggles lend triumph said,joy,neutral
15758,feel like enter class petrified im going say something make think less,fear,negative
15759,didnt get anything bad lot thanks stuff made feel good,joy,positive
15760,say without doubt certainly tend eat feeling unhappy stressed,sadness,negative
15761,noticed times tired drama tired feeling either physically mentally emotionally spiritually exhausted hope feel normal self,sadness,negative
15762,feel like supposed faithful,love,neutral
15763,nannying kids could definitely snark back feeling bitchy feel sarcasm kept away children clothes,anger,neutral
15764,feel special would like take moment thank everyone sent warm birthday wishes greetings made feel special,joy,positive
15765,feel hot irritated tired,love,negative
15766,im driving fall boy friends avenue q youre feeling totally emo fall boy youre feeling rebellious muse youre easy goin mood moshav band feel like dancin beatles feel like making oh cares,anger,positive
15767,want federal prosecutor dc feels like perfect place pursue legal career,joy,positive
15768,feel like blundering idiot around people might exactly need make pleasant,joy,positive
15769,feel like hated argue,sadness,negative
15770,also feel friendly generous toward glad hear michelle able go dinner favorite italian restaurant downtown chicago stay hours,joy,positive
15771,beg crave particular something im convinced bring happiness yet arrives im left feeling jaded used,sadness,positive
15772,find feeling slightly melancholy thought retiring favourite summer pieces storage closet fall winter seasons,sadness,negative
15773,feel cold terrribly,anger,negative
15774,im still using blogger follow blogs like livejournals feature enabling private posts keep one journal without feeling inhibited writing things dont want publish net,fear,neutral
15775,like feeling vulnerable exposing worries concerns mostly felt need hold together strong one,fear,positive
15776,im feeling particularly generous ive begun wonder game plan actually much longer term one uk core,joy,negative
15777,im feeling kind unwelcome,sadness,positive
15778,feel really overwhelmed mine,fear,positive
15779,cant always identify peoples struggles often feel pretty lame href http www,sadness,negative
15780,felt connection need feel order love movie jo march said gave longing transformation,love,positive
15781,im sure everyone starting feel christmassy getting festive era,joy,positive
15782,feel paranoid,fear,neutral
15783,feel lovely touch,love,positive
15784,get added bonus feeling superior healthy everything weve hearing lately href http apps,joy,positive
15785,guess feel dissatisfied lately deleted myspace made facebook deleted within hours,anger,negative
15786,sometimes worry feeling offended hurt wrong said someone makes nasty reply back didnt feel people,anger,negative
15787,feel envious ryota keita going school smiled kota,anger,positive
15788,im feeling bit dazed sorts like someone needs poke really wake,surprise,negative
15789,definitely cannot prove feel important enough,joy,positive
15790,still undeniably big weight gone feels pretty terrific,joy,positive
15791,watch iggy azealea strutting desert road louboutins latest music video rita ora stepping dinner date red vivienne westwood gown cant help feel though would look cooler feel satisfied channeled sense style,joy,positive
15792,practically got feeling hostile environment,anger,neutral
15793,feel moments precious even share,joy,positive
15794,feel distracted well weight managment,anger,neutral
15795,feel stressed tired worn shape neglected,sadness,negative
15796,feel acceptable music criticisms reinforce concept music,joy,neutral
15797,ill try figure calories see much takes make feel satisfied,joy,positive
15798,feel talented players currently especially rested next game experience players bring game ability go ever,joy,negative
15799,also mention marriage living also feel wronged home high price scary ordinary rural family really difficult afford high price house,anger,negative
15800,get feeling dissatisfied life filled regret bitterness distanced possible means disappointment,anger,negative
15801,feel lucky photo supreme point,joy,positive
15802,also feel much content contained vocref top ontology,joy,positive
15803,climbed cherry tree alone thick caterpillar beside fingers feel disgusted caterpillars snakes terribly afraid caterpillar crawling fingers fear almost unable climb,fear,negative
15804,im game yet two weeks left go week ive got say im feeling discouraged,sadness,negative
15805,feel would answer would supporting understanding people differences disabilities done one way another long,love,positive
15806,feel fantastic job showcasing impact affirmative action higher education,joy,positive
15807,understand feeling writer unsure skill unsure audience wondering wasted hours hours life making marks page,fear,negative
15808,feel may useful readers searching tablets dont want break wallet like apple ipad tablets,joy,positive
15809,feel like lame person sigh know damn shy,sadness,negative
15810,sure many others would feel troubled things affect prefer find comfort solace justifying reasoning point troubled thus effectively accepting,sadness,positive
15811,feel ashamed two bags look like theyve erupted exploded natural disastered hosts spotless stylish living room,sadness,positive
15812,feel welcomed appreciated,joy,positive
15813,feeling strange downstairs could still feel dull sensation contractions nurse said didnt want check hour,surprise,negative
15814,feel like greedy ingrate saying felt kind bad presents,anger,negative
15815,came home last night charity man auction another time hoo boy feeling pretty smug,joy,positive
15816,must allow judge character others dwell feelings wronged lest develop serenity stealing resentments,anger,neutral
15817,feel privileged able see amazing exhibit,joy,positive
15818,feeling glad,joy,positive
15819,feel mad grabbed toy,anger,negative
15820,feel scared unsure place,fear,neutral
15821,feel complacent,joy,neutral
15822,feel distressed sufficient,fear,neutral
15823,feel caring telling maintain healthy weight learn overeat stressful days tend days,love,positive
15824,feel little like tom daley rightly ecstatic bronze medal also feel delightful ladies wi really need fucking lighten bit,joy,positive
15825,even feel game part strange reality swarming violent carnivores adding bare landscape place know,surprise,negative
15826,know lot councillors feel get sympathetic hearing local newspapers,love,positive
15827,carried around audre lorde quote often refer feeling fearful uncertain things dare powerful use strength service vision becomes less less important whether afraid,fear,negative
15828,feel lot support honoured chosen represent country,joy,neutral
15829,stopped taking prescribed antidepressants months ago without bad feelings good feelings distinction norm,joy,positive
15830,feel disgusted allows see glimpse eyes somehow miraculously feel maybe conquer world,anger,negative
15831,throw better ill feel heck im paranoid tree brach right jumped chipmunk crossed path went walking today,fear,positive
15832,continued gaze beauty feel depth eyes flawless skin got vibes beautiful lips held heartbeats elegance succeeding taking away heart,joy,positive
15833,ran away leaving feel hopeless,sadness,neutral
15834,feeling quite pleased point,joy,positive
15835,guess ive feeling homesick,sadness,neutral
15836,feel little glad others hard time,joy,positive
15837,still feel embarrassed think,sadness,neutral
15838,honest could admit feelings time time jonah knows god gracious lucky jonah god still gracious gracious people like us,love,positive
15839,go meeting sleepy lot times fall asleep meeting fight stay awake feel like tortured stay awake,fear,neutral
15840,feel sorry father,sadness,negative
15841,feel tremendously lonely,sadness,negative
15842,im really feeling lonely,sadness,positive
15843,like slump feeling precious,joy,positive
15844,try stay feelings caring meditating dancing sometimes writing,love,neutral
15845,feel like something tragic going happen people wake see vulturous sic poisonous gotten,sadness,negative
15846,feel safe accepted,joy,positive
15847,would well psychiatry really feel patients super perceptive things people dont pick,joy,positive
15848,never grumbled feel unhappy help even exam lord,sadness,negative
15849,im feeling nervous since wasnt sore touch stretch use muscles felt assured nothing would pass,fear,neutral
15850,ive wrestling feeling jealous envious gfs bf since hes staying,anger,neutral
15851,say feel like terrible person completely love book,sadness,negative
15852,feel duty help needy vivek oberoi,sadness,neutral
15853,feel ashamed afraid let people come see messy house afraid pulled car towed unpaid ticket afraid blood work come back diagnosis imminent death,sadness,negative
15854,guess ill feel awkward till get shit,sadness,negative
15855,im feeling productive today,joy,neutral
15856,feeling sort heat exhausted,sadness,negative
15857,feel nothing long stretches time im convinced nothing worked,joy,negative
15858,sick feeling lethargic time,sadness,negative
15859,could vocalize feelings would put sarcastic great,anger,positive
15860,busy analysing wrong end feeling bitter things makes happy,anger,positive
15861,feel absence herbs especially craving delicious homemade soup,joy,positive
15862,went sleep friday feeling relieved none family caught tornadoes broken arrow later night,joy,negative
15863,feel getting frantic close pull turn around surprised move easily,fear,positive
15864,really feel way single day gone ive felt insecure jerome,fear,negative
15865,feel irritable supersensitive,anger,neutral
15866,feeling much like experiencing strange head neck twinges,fear,positive
15867,feel virtuous expressing fears contamination,joy,neutral
15868,dont want make someone need feel helpless without,sadness,neutral
15869,tried make cheerful comment fitting feel really unwelcome,sadness,positive
15870,imagine stay forever feel thrilled copy dip back whenever wish,joy,positive
15871,spent lot time feeling bit stunned thought awesome,surprise,positive
15872,would give everything know share pain feel aching caused parting,sadness,neutral
15873,stand looking tower feeling waves nostalgia longing,love,neutral
15874,wanted loves feel like cares enough even doesnt care wedding supportive throw face,love,positive
15875,look see stares feel also know sympathetic glances american friends give,love,positive
15876,sitting corner stewing muck feeling hated alone unworthy violated,anger,negative
15877,ive told parents honestly feel course im glad theyre gonna back let decide want next life,joy,positive
15878,feel enraged life taken advantage yet,anger,neutral
15879,feel quite fearful future times wonder happened even something cause abbigail apraxia,fear,negative
15880,get slightly warm feeling coming strange sense completeness like feeling get right afterwards except coupled thoughts one night stand sobered left morning,fear,positive
15881,still feel terrible right happened monday night needed time recover sharing sleeping since happened,sadness,negative
15882,mean feels feels everyfuckingthing fault fucking makes irritated im neither passive enough tolerate fault,anger,negative
15883,like cause take one muscle pains want feel groggy,sadness,neutral
15884,cant tell moments shock im feeling im jaded lovecraft actually missed note use musical analogy,sadness,neutral
15885,feel inspired,joy,neutral
15886,need little pick sue sparkly lighted tree makes feel better,joy,positive
15887,guess isnt exciting story really meant lot made feel less crappy job less fearful strangers world actually turn quite nice quite funny,sadness,positive
15888,feel respected months tell love alone strikes fancy,joy,positive
15889,ive decided intentionally make easier even though makes feel wimpy admitting reason girl work day job,fear,neutral
15890,feel particularly passionate goals changing evolving quickly,joy,positive
15891,im feeling tortured around one anymore,anger,neutral
15892,feel lethargic feel blah diet feel great much energy,sadness,positive
15893,feel somewhat frightened number policemen arrived told may come inside search whatever need,fear,neutral
15894,found feeling shaky dizzy exercised part weight loss could due getting throat infection,fear,negative
15895,know angry every right feel angry perhaps even hateful feelings,anger,negative
15896,feel highly intelligent mammals destined become somebody four course sake accompaniment,joy,positive
15897,feel slutty reason oh wait know ive like guys talk sex stuff one guy dave like,love,neutral
15898,wish little makes feel greedy sheepish lazy worked harder last months,anger,negative
15899,close eyes moment let feel gentle warmth hands overlapping mine guiding,love,positive
15900,say definitely right feel furious dont think ive threatened anyones life ever anger,anger,negative
15901,need look decent feel cute,joy,positive
15902,squeek intimate scenes feel grossed appalled anyway im freak read two loving people forget theyre brother sister,anger,negative
15903,feel excited college,joy,positive
15904,feel someone wronged way impossible sometimes hard get past without apology guilty party,anger,negative
15905,know intellectually true feel entirely isolated,sadness,positive
15906,sacrifice comfort wont feel unwelcome,sadness,neutral
